Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,BX8071512900KF,Intel,Core i9-12900KF,1,114,3611,https://cpu.userbenchmark.com/SpeedTest/1685583/12th-Gen-IntelR-CoreTM-i9-12900KF
CPU,BX8071512900K,Intel,Core i9-12900K,2,113,19770,https://cpu.userbenchmark.com/Intel-Core-i9-12900K/Rating/4118
CPU,BX8071512900F,Intel,Core i9-12900F,3,112,69,https://cpu.userbenchmark.com/SpeedTest/1757838/12th-Gen-IntelR-CoreTM-i9-12900F
CPU,BX8071512700KF,Intel,Core i7-12700KF,4,112,7635,https://cpu.userbenchmark.com/SpeedTest/1699429/12th-Gen-IntelR-CoreTM-i7-12700KF
CPU,BX8071512700K,Intel,Core i7-12700K,5,112,22651,https://cpu.userbenchmark.com/Intel-Core-i7-12700K/Rating/4119
CPU,BX8071512900,Intel,Core i9-12900,6,111,74,https://cpu.userbenchmark.com/SpeedTest/1668917/12th-Gen-IntelR-CoreTM-i9-12900
CPU,BX8071512600KF,Intel,Core i5-12600KF,7,109,2897,https://cpu.userbenchmark.com/SpeedTest/1700734/12th-Gen-IntelR-CoreTM-i5-12600KF
CPU,BX8071512600K,Intel,Core i5-12600K,8,108,15295,https://cpu.userbenchmark.com/Intel-Core-i5-12600K/Rating/4120
CPU,BX8071512700F,Intel,Core i7-12700F,9,108,646,https://cpu.userbenchmark.com/Intel-Core-i7-12700F/Rating/4124
CPU,BX8071512700,Intel,Core i7-12700,10,108,944,https://cpu.userbenchmark.com/SpeedTest/1750830/12th-Gen-IntelR-CoreTM-i7-12700
CPU,,Intel,Core i7-12650HX,11,104,1,https://cpu.userbenchmark.com/SpeedTest/1798547/12th-Gen-IntelR-CoreTM-i7-12650HX
CPU,BX8070811900K,Intel,Core i9-11900K,12,103,22520,https://cpu.userbenchmark.com/Intel-Core-i9-11900K/Rating/4110
CPU,BX8070811900KF,Intel,Core i9-11900KF,13,103,4390,https://cpu.userbenchmark.com/SpeedTest/1515781/11th-Gen-IntelR-CoreTM-i9-11900KF---350GHz
CPU,100-100000061WOF,AMD,Ryzen 9 5900X,14,102,132994,https://cpu.userbenchmark.com/AMD-Ryzen-9-5900X/Rating/4087
CPU,100-100000059WOF,AMD,Ryzen 9 5950X,15,102,53898,https://cpu.userbenchmark.com/AMD-Ryzen-9-5950X/Rating/4086
CPU,BX8071512600,Intel,Core i5-12600,16,102,414,https://cpu.userbenchmark.com/SpeedTest/1751978/12th-Gen-IntelR-CoreTM-i5-12600
CPU,BX8070811700K,Intel,Core i7-11700K,17,102,40771,https://cpu.userbenchmark.com/Intel-Core-i7-11700K/Rating/4107
CPU,BX8070811700KF,Intel,Core i7-11700KF,18,100,11025,https://cpu.userbenchmark.com/SpeedTest/1514594/11th-Gen-IntelR-CoreTM-i7-11700KF---360GHz
CPU,100-100000063WOF,AMD,Ryzen 7 5800X,19,99.7,226089,https://cpu.userbenchmark.com/AMD-Ryzen-7-5800X/Rating/4085
CPU,BX80684I99900KS,Intel,Core i9-9900KS,20,99.5,13925,https://cpu.userbenchmark.com/SpeedTest/929964/IntelR-CoreTM-i9-9900KS-CPU---400GHz
CPU,,AMD,Ryzen 9 5900,21,99.4,631,https://cpu.userbenchmark.com/SpeedTest/1528736/AMD-Ryzen-9-5900-12-Core-Processor
CPU,BX8070110900KF,Intel,Core i9-10900KF,22,99.4,21221,https://cpu.userbenchmark.com/SpeedTest/1174369/IntelR-CoreTM-i9-10900KF-CPU---370GHz
CPU,BX8070811600K,Intel,Core i5-11600K,23,99.3,22185,https://cpu.userbenchmark.com/Intel-Core-i5-11600K/Rating/4113
CPU,BX8070110900K,Intel,Core i9-10900K,24,99.2,77356,https://cpu.userbenchmark.com/Intel-Core-i9-10900K/Rating/4071
CPU,BX8070811600,Intel,Core i5-11600,25,98.8,1773,https://cpu.userbenchmark.com/SpeedTest/1543284/11th-Gen-IntelR-CoreTM-i5-11600---280GHz
CPU,BX8070811900,Intel,Core i9-11900,26,98.8,2696,https://cpu.userbenchmark.com/SpeedTest/1515871/11th-Gen-IntelR-CoreTM-i9-11900---250GHz
CPU,BX8070811900F,Intel,Core i9-11900F,27,98.8,2644,https://cpu.userbenchmark.com/SpeedTest/1492552/11th-Gen-IntelR-CoreTM-i9-11900F---250GHz
CPU,BX8070110850K,Intel,Core i9-10850K,28,98.8,61520,https://cpu.userbenchmark.com/SpeedTest/1255865/IntelR-CoreTM-i9-10850K-CPU---360GHz
CPU,BX8070811600KF,Intel,Core i5-11600KF,29,98.4,4632,https://cpu.userbenchmark.com/SpeedTest/1512279/11th-Gen-IntelR-CoreTM-i5-11600KF---390GHz
CPU,BX8071512500,Intel,Core i5-12500,30,98.2,467,https://cpu.userbenchmark.com/Intel-Core-i5-12500/Rating/4123
CPU,,Intel,Core i9-12900HK,31,98.1,120,https://cpu.userbenchmark.com/SpeedTest/1763927/12th-Gen-IntelR-CoreTM-i9-12900HK
CPU,100-100000065BOX,AMD,Ryzen 5 5600X,32,97,287761,https://cpu.userbenchmark.com/AMD-Ryzen-5-5600X/Rating/4084
CPU,BX8071512300,Intel,Core i3-12300,33,97,4,https://cpu.userbenchmark.com/SpeedTest/1796462/12th-Gen-IntelR-CoreTM-i3-12300
CPU,,Intel,Core i9-12900H,34,96.8,594,https://cpu.userbenchmark.com/SpeedTest/1757877/12th-Gen-IntelR-CoreTM-i9-12900H
CPU,BX8070110700K,Intel,Core i7-10700K,35,96.6,181528,https://cpu.userbenchmark.com/Intel-Core-i7-10700K/Rating/4070
CPU,,AMD,Ryzen 7 5800,36,96.5,2216,https://cpu.userbenchmark.com/SpeedTest/1496609/AMD-Ryzen-7-5800-8-Core-Processor
CPU,BX80684I79700KF,Intel,Core i7-9700KF,37,96.5,33982,https://cpu.userbenchmark.com/SpeedTest/710154/IntelR-CoreTM-i7-9700KF-CPU---360GHz
CPU,BX8070110700KF,Intel,Core i7-10700KF,38,96.5,25825,https://cpu.userbenchmark.com/SpeedTest/1171560/IntelR-CoreTM-i7-10700KF-CPU---380GHz
CPU,BX8071512400F,Intel,Core i5-12400F,39,96.3,2938,https://cpu.userbenchmark.com/Intel-Core-i5-12400F/Rating/4121
CPU,BX80684I99900K,Intel,Core i9-9900K,40,96.3,439335,https://cpu.userbenchmark.com/Intel-Core-i9-9900K/Rating/4028
CPU,BX80684I79700K,Intel,Core i7-9700K,41,96,504931,https://cpu.userbenchmark.com/Intel-Core-i7-9700K/Rating/4030
CPU,,Intel,Core i7-12650H,42,95.7,4,https://cpu.userbenchmark.com/SpeedTest/1807229/12th-Gen-IntelR-CoreTM-i7-12650H
CPU,,Intel,Core i7-12700H,43,95.6,689,https://cpu.userbenchmark.com/SpeedTest/1750314/12th-Gen-IntelR-CoreTM-i7-12700H
CPU,,Intel,Core i9-10900,44,95.5,9042,https://cpu.userbenchmark.com/SpeedTest/1169242/IntelR-CoreTM-i9-10900-CPU---280GHz
CPU,BX80684I99900KF,Intel,Core i9-9900KF,45,95.3,51145,https://cpu.userbenchmark.com/SpeedTest/764533/IntelR-CoreTM-i9-9900KF-CPU---360GHz
CPU,BX8070811700,Intel,Core i7-11700,46,95,12281,https://cpu.userbenchmark.com/SpeedTest/1450761/11th-Gen-IntelR-CoreTM-i7-11700---250GHz
CPU,BX8071512400,Intel,Core i5-12400,47,95,1778,https://cpu.userbenchmark.com/Intel-Core-i5-12400/Rating/4122
CPU,BX8070110900F,Intel,Core i9-10900F,48,95,6443,https://cpu.userbenchmark.com/SpeedTest/1196789/IntelR-CoreTM-i9-10900F-CPU---280GHz
CPU,BX8070811500,Intel,Core i5-11500,49,94.5,3055,https://cpu.userbenchmark.com/SpeedTest/1496869/11th-Gen-IntelR-CoreTM-i5-11500---270GHz
CPU,100-100000263BOX,AMD,Ryzen 7 5700G,50,94.4,16389,https://cpu.userbenchmark.com/SpeedTest/1552677/AMD-Ryzen-7-5700G-with-Radeon-Graphics
CPU,BX8070811700F,Intel,Core i7-11700F,51,94.3,15032,https://cpu.userbenchmark.com/SpeedTest/1522100/11th-Gen-IntelR-CoreTM-i7-11700F---250GHz
CPU,BX8070110600KF,Intel,Core i5-10600KF,52,93.2,17382,https://cpu.userbenchmark.com/SpeedTest/1225152/IntelR-CoreTM-i5-10600KF-CPU---410GHz
CPU,BX80684I59600KF,Intel,Core i5-9600KF,53,93.2,66555,https://cpu.userbenchmark.com/SpeedTest/772658/IntelR-CoreTM-i5-9600KF-CPU---370GHz
CPU,BX8070110700F,Intel,Core i7-10700F,54,93.1,36632,https://cpu.userbenchmark.com/SpeedTest/1183814/IntelR-CoreTM-i7-10700F-CPU---290GHz
CPU,BX8070811400,Intel,Core i5-11400,55,93,17412,https://cpu.userbenchmark.com/Intel-Core-i5-11400/Rating/4112
CPU,BX8070110700,Intel,Core i7-10700,56,92.9,58605,https://cpu.userbenchmark.com/Intel-Core-i7-10700/Rating/4077
CPU,BX8070110600K,Intel,Core i5-10600K,57,92.9,58049,https://cpu.userbenchmark.com/Intel-Core-i5-10600K/Rating/4072
CPU,BX80684I59600K,Intel,Core i5-9600K,58,92.8,325132,https://cpu.userbenchmark.com/Intel-Core-i5-9600K/Rating/4031
CPU,BX8071512100,Intel,Core i3-12100,59,92.8,149,https://cpu.userbenchmark.com/Intel-Core-i3-12100/Rating/4126
CPU,BX80684I78086K,Intel,Core i7-8086K,60,92.4,41544,https://cpu.userbenchmark.com/SpeedTest/516988/IntelR-CoreTM-i7-8086K-CPU---400GHz
CPU,BX8070811400F,Intel,Core i5-11400F,61,92.3,23167,https://cpu.userbenchmark.com/Intel-Core-i5-11400F/Rating/4111
CPU,BX80684I99900,Intel,Core i9-9900,62,92.2,10524,https://cpu.userbenchmark.com/SpeedTest/816115/IntelR-CoreTM-i9-9900-CPU---310GHz
CPU,BX80684I79700,Intel,Core i7-9700,63,92,75924,https://cpu.userbenchmark.com/SpeedTest/816180/IntelR-CoreTM-i7-9700-CPU---300GHz
CPU,BX8071512100F,Intel,Core i3-12100F,64,91.9,527,https://cpu.userbenchmark.com/Intel-Core-i3-12100F/Rating/4125
CPU,BX80684I79700F,Intel,Core i7-9700F,65,91.4,45695,https://cpu.userbenchmark.com/SpeedTest/816132/IntelR-CoreTM-i7-9700F-CPU---300GHz
CPU,100-100000252BOX,AMD,Ryzen 5 5600G,66,91.4,23135,https://cpu.userbenchmark.com/SpeedTest/1553183/AMD-Ryzen-5-5600G-with-Radeon-Graphics
CPU,BX80684I58600K,Intel,Core i5-8600K,67,91.2,248275,https://cpu.userbenchmark.com/Intel-Core-i5-8600K/Rating/3941
CPU,BX8070110600,Intel,Core i5-10600,68,91.2,5798,https://cpu.userbenchmark.com/Intel-Core-i5-10600/Rating/4069
CPU,100-100000651WOF,AMD,Ryzen 7 5800X3D,69,91.1,1,https://cpu.userbenchmark.com/SpeedTest/1817839/AMD-Ryzen-7-5800X3D-8-Core-Processor
CPU,BX80684I59600,Intel,Core i5-9600,70,91,616,https://cpu.userbenchmark.com/SpeedTest/853186/IntelR-CoreTM-i5-9600-CPU---310GHz
CPU,,Intel,Core i9-11980HK,71,90.9,2136,https://cpu.userbenchmark.com/SpeedTest/1569162/11th-Gen-IntelR-CoreTM-i9-11980HK---260GHz
CPU,BX80684I78700K,Intel,Core i7-8700K,72,90.5,689060,https://cpu.userbenchmark.com/Intel-Core-i7-8700K/Rating/3937
CPU,BX8070110500,Intel,Core i5-10500,73,90,8558,https://cpu.userbenchmark.com/Intel-Core-i5-10500/Rating/4078
CPU,,Intel,Core i9-11950H,74,89.8,1191,https://cpu.userbenchmark.com/SpeedTest/1554081/11th-Gen-IntelR-CoreTM-i9-11950H---260GHz
CPU,,AMD,Ryzen 9 5900HX,75,89.5,20209,https://cpu.userbenchmark.com/SpeedTest/1449683/AMD-Ryzen-9-5900HX-with-Radeon-Graphics
CPU,,Intel,Core i3-10320,76,89,502,https://cpu.userbenchmark.com/SpeedTest/1180543/IntelR-CoreTM-i3-10320-CPU---380GHz
CPU,,AMD,Ryzen 9 6900HS,77,88.9,81,https://cpu.userbenchmark.com/SpeedTest/1796538/AMD-Ryzen-9-6900HS-with-Radeon-Graphics
CPU,,Intel,Core i7-11850H,78,88.3,1837,https://cpu.userbenchmark.com/SpeedTest/1557007/11th-Gen-IntelR-CoreTM-i7-11850H---250GHz
CPU,BX80684I59500,Intel,Core i5-9500,79,88.2,9078,https://cpu.userbenchmark.com/SpeedTest/825467/IntelR-CoreTM-i5-9500-CPU---300GHz
CPU,,AMD,Ryzen 9 5900HS,80,88.2,14966,https://cpu.userbenchmark.com/SpeedTest/1452199/AMD-Ryzen-9-5900HS-with-Radeon-Graphics
CPU,,Intel,Core i9-11900H,81,88.1,4489,https://cpu.userbenchmark.com/SpeedTest/1539880/11th-Gen-IntelR-CoreTM-i9-11900H---250GHz
CPU,BX80684I58600,Intel,Core i5-8600,82,87.9,17667,https://cpu.userbenchmark.com/SpeedTest/477251/IntelR-CoreTM-i5-8600-CPU---310GHz
CPU,,Intel,Core i7-12800H,83,87.9,62,https://cpu.userbenchmark.com/SpeedTest/1760724/12th-Gen-IntelR-CoreTM-i7-12800H
CPU,BX80684I78700,Intel,Core i7-8700,84,87.7,317823,https://cpu.userbenchmark.com/Intel-Core-i7-8700/Rating/3940
CPU,,AMD,Ryzen 7 4700G,85,87.6,929,https://cpu.userbenchmark.com/SpeedTest/1135003/AMD-Ryzen-7-4700G-8-Core-Processor
CPU,,Intel,Core i5-12500H,86,87.3,14,https://cpu.userbenchmark.com/SpeedTest/1793224/12th-Gen-IntelR-CoreTM-i5-12500H
CPU,BX80677I77740X,Intel,Core i7-7740X,87,87.2,4628,https://cpu.userbenchmark.com/SpeedTest/304932/IntelR-CoreTM-i7-7740X-CPU---430GHz
CPU,100-100000279WOF,AMD,Ryzen 7 3800XT,88,87.1,17898,https://cpu.userbenchmark.com/SpeedTest/1218139/AMD-Ryzen-7-3800XT-8-Core-Processor
CPU,BX80671I76950X,Intel,Core i7-6950X,89,87,5882,https://cpu.userbenchmark.com/Intel-Core-i7-6950X/Rating/3604
CPU,,Intel,Core i7-11800H,90,87,48640,https://cpu.userbenchmark.com/SpeedTest/1542191/11th-Gen-IntelR-CoreTM-i7-11800H---230GHz
CPU,100-100000277WOF,AMD,Ryzen 9 3900XT,91,86.6,24944,https://cpu.userbenchmark.com/SpeedTest/1202614/AMD-Ryzen-9-3900XT-12-Core-Processor
CPU,BX8070110300,Intel,Core i3-10300,92,86.5,319,https://cpu.userbenchmark.com/Intel-Core-i3-10300/Rating/4074
CPU,BX80684I39350KF,Intel,Core i3-9350KF,93,86.5,1303,https://cpu.userbenchmark.com/Intel-Core-i3-9350KF/Rating/4055
CPU,BX8070110400,Intel,Core i5-10400,94,86.3,64418,https://cpu.userbenchmark.com/Intel-Core-i5-10400/Rating/4073
CPU,BX8069510940X,Intel,Core i9-10940X,95,86.3,1289,https://cpu.userbenchmark.com/SpeedTest/932085/IntelR-CoreTM-i9-10940X-CPU---330GHz
CPU,BX80671I76900K,Intel,Core i7-6900K,96,86.1,6127,https://cpu.userbenchmark.com/Intel-Core-i7-6900K/Rating/3605
CPU,BX8069510920X,Intel,Core i9-10920X,97,86.1,2544,https://cpu.userbenchmark.com/SpeedTest/931866/IntelR-CoreTM-i9-10920X-CPU---350GHz
CPU,100-100000023BOX,AMD,Ryzen 9 3900X,98,86.1,298156,https://cpu.userbenchmark.com/AMD-Ryzen-9-3900X/Rating/4044
CPU,BX8070110400F,Intel,Core i5-10400F,99,86,120592,https://cpu.userbenchmark.com/Intel-Core-i5-10400F/Rating/4079
CPU,BX80677I77700K,Intel,Core i7-7700K,100,85.9,619178,https://cpu.userbenchmark.com/Intel-Core-i7-7700K/Rating/3647
CPU,BX80684I58500,Intel,Core i5-8500,101,85.9,40336,https://cpu.userbenchmark.com/SpeedTest/447884/IntelR-CoreTM-i5-8500-CPU---300GHz
CPU,,Intel,Core i7-10700T,102,85.9,1200,https://cpu.userbenchmark.com/SpeedTest/1218230/IntelR-CoreTM-i7-10700T-CPU---200GHz
CPU,,Intel,Core i9-10980HK,103,85.8,6295,https://cpu.userbenchmark.com/SpeedTest/1065893/IntelR-CoreTM-i9-10980HK-CPU---240GHz
CPU,,Intel,Core i5-10500H,104,85.8,7443,https://cpu.userbenchmark.com/SpeedTest/1449890/IntelR-CoreTM-i5-10500H-CPU---250GHz
CPU,100-100000051WOF,AMD,Ryzen 9 3950X,105,85.7,46125,https://cpu.userbenchmark.com/AMD-Ryzen-9-3950X/Rating/4057
CPU,,Intel,Core i5-10600T,106,85.5,74,https://cpu.userbenchmark.com/SpeedTest/1250930/IntelR-CoreTM-i5-10600T-CPU---240GHz
CPU,BX8069510900X,Intel,Core i9-10900X,107,85.5,5029,https://cpu.userbenchmark.com/SpeedTest/969950/IntelR-CoreTM-i9-10900X-CPU---370GHz
CPU,,AMD,Ryzen 7 5800H,108,85.5,42224,https://cpu.userbenchmark.com/SpeedTest/1442974/AMD-Ryzen-7-5800H-with-Radeon-Graphics
CPU,BX80684I59400,Intel,Core i5-9400,109,85.5,28986,https://cpu.userbenchmark.com/SpeedTest/735306/IntelR-CoreTM-i5-9400-CPU---290GHz
CPU,100-100000025BOX,AMD,Ryzen 7 3800X,110,85.4,170198,https://cpu.userbenchmark.com/AMD-Ryzen-7-3800X/Rating/4047
CPU,,Intel,Core i9-10900T,111,85.3,134,https://cpu.userbenchmark.com/SpeedTest/1238258/IntelR-CoreTM-i9-10900T-CPU---190GHz
CPU,BX80673I99920X,Intel,Core i9-9920X,112,85.1,923,https://cpu.userbenchmark.com/SpeedTest/656219/IntelR-CoreTM-i9-9920X-CPU---350GHz
CPU,BX80684I59400F,Intel,Core i5-9400F,113,85.1,283357,https://cpu.userbenchmark.com/Intel-Core-i5-9400F/Rating/4051
CPU,,AMD,Ryzen 7 5800HS,114,84.8,2583,https://cpu.userbenchmark.com/SpeedTest/1463823/AMD-Ryzen-7-5800HS-with-Radeon-Graphics
CPU,BX80673I99940X,Intel,Core i9-9940X,115,84.8,1650,https://cpu.userbenchmark.com/SpeedTest/641326/IntelR-CoreTM-i9-9940X-CPU---330GHz
CPU,100-100000281BOX,AMD,Ryzen 5 3600XT,116,84.8,35337,https://cpu.userbenchmark.com/SpeedTest/1211585/AMD-Ryzen-5-3600XT-6-Core-Processor
CPU,BX8070110105F,Intel,Core i3-10105F,117,84.4,6887,https://cpu.userbenchmark.com/SpeedTest/1482345/IntelR-CoreTM-i3-10105F-CPU---370GHz
CPU,BX80671I76850K,Intel,Core i7-6850K,118,84.4,23879,https://cpu.userbenchmark.com/Intel-Core-i7-6850K/Rating/3606
CPU,BX80684I58400,Intel,Core i5-8400,119,84.4,275440,https://cpu.userbenchmark.com/Intel-Core-i5-8400/Rating/3939
CPU,100-100000071BOX,AMD,Ryzen 7 3700X,120,84.2,749918,https://cpu.userbenchmark.com/AMD-Ryzen-7-3700X/Rating/4043
CPU,,Intel,Core i7-10870H,121,84.2,20705,https://cpu.userbenchmark.com/SpeedTest/1322918/IntelR-CoreTM-i7-10870H-CPU---220GHz
CPU,BX80673I99900X,Intel,Core i9-9900X,122,84.1,2995,https://cpu.userbenchmark.com/SpeedTest/639130/IntelR-CoreTM-i9-9900X-CPU---350GHz
CPU,BX80673I99960X,Intel,Core i9-9960X,123,84.1,731,https://cpu.userbenchmark.com/SpeedTest/653060/IntelR-CoreTM-i9-9960X-CPU---310GHz
CPU,,AMD,Ryzen 7 6800H,124,84,73,https://cpu.userbenchmark.com/SpeedTest/1786492/AMD-Ryzen-7-6800H-with-Radeon-Graphics
CPU,BX80684I38350K,Intel,Core i3-8350K,125,84,27950,https://cpu.userbenchmark.com/Intel-Core-i3-8350K/Rating/3935
CPU,BX80677I57640X,Intel,Core i5-7640X,126,83.8,2633,https://cpu.userbenchmark.com/SpeedTest/310543/IntelR-CoreTM-i5-7640X-CPU---400GHz
CPU,BX8069510980XE,Intel,Core i9-10980XE,127,83.7,3718,https://cpu.userbenchmark.com/SpeedTest/935899/IntelR-CoreTM-i9-10980XE-CPU---300GHz
CPU,100-000000253,AMD,Ryzen 3 5300G,128,83.7,403,https://cpu.userbenchmark.com/SpeedTest/1542116/AMD-Ryzen-3-5300G-with-Radeon-Graphics
CPU,,AMD,Ryzen 9 6900HX,129,83.6,7,https://cpu.userbenchmark.com/SpeedTest/1792755/AMD-Ryzen-9-6900HX-with-Radeon-Graphics
CPU,,AMD,Ryzen 9 4900H,130,83.6,3170,https://cpu.userbenchmark.com/SpeedTest/1185620/AMD-Ryzen-9-4900H-with-Radeon-Graphics
CPU,BX80658i75775C,Intel,Core i7-5775C,131,83.5,2301,https://cpu.userbenchmark.com/SpeedTest/30276/IntelR-CoreTM-i7-5775C-CPU---330GHz
CPU,BX8070110100,Intel,Core i3-10100,132,83.4,28201,https://cpu.userbenchmark.com/Intel-Core-i3-10100/Rating/4075
CPU,BX8070110100F,Intel,Core i3-10100F,133,83.3,25942,https://cpu.userbenchmark.com/Intel-Core-i3-10100F/Rating/4082
CPU,BX80662I76700K,Intel,Core i7-6700K,134,83.2,597601,https://cpu.userbenchmark.com/Intel-Core-i7-6700K/Rating/3502
CPU,,Intel,Core i7-10875H,135,83.2,31017,https://cpu.userbenchmark.com/SpeedTest/1111393/IntelR-CoreTM-i7-10875H-CPU---230GHz
CPU,100-100000010WOF,AMD,Ryzen TR 3960X,136,83,4692,https://cpu.userbenchmark.com/SpeedTest/969111/AMD-Ryzen-Threadripper-3960X-24-Core-Processor
CPU,,Intel,Core i9-10885H,137,82.9,5018,https://cpu.userbenchmark.com/SpeedTest/1174414/IntelR-CoreTM-i9-10885H-CPU---240GHz
CPU,,Intel,Core i9-9980HK,138,82.9,8339,https://cpu.userbenchmark.com/SpeedTest/797907/IntelR-CoreTM-i9-9980HK-CPU---240GHz
CPU,BX80677I57600K,Intel,Core i5-7600K,139,82.9,207867,https://cpu.userbenchmark.com/Intel-Core-i5-7600K/Rating/3885
CPU,,Intel,Core i5-10500T,140,82.8,1176,https://cpu.userbenchmark.com/SpeedTest/1204939/IntelR-CoreTM-i5-10500T-CPU---230GHz
CPU,100-100000022BOX,AMD,Ryzen 5 3600X,141,82.8,280698,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600X/Rating/4041
CPU,BX80673I97960X,Intel,Core i9-7960X,142,82.4,2079,https://cpu.userbenchmark.com/SpeedTest/357952/IntelR-CoreTM-i9-7960X-CPU---280GHz
CPU,BX80646I74790K,Intel,Core i7-4790K,143,82.3,412049,https://cpu.userbenchmark.com/Intel-Core-i7-4790K/Rating/2384
CPU,BX80673I97940X,Intel,Core i9-7940X,144,82.3,4367,https://cpu.userbenchmark.com/SpeedTest/353078/IntelR-CoreTM-i9-7940X-CPU---310GHz
CPU,100-100000011WOF,AMD,Ryzen TR 3970X,145,82.3,4550,https://cpu.userbenchmark.com/SpeedTest/970030/AMD-Ryzen-Threadripper-3970X-32-Core-Processor
CPU,BX80673I97900X,Intel,Core i9-7900X,146,82.2,17526,https://cpu.userbenchmark.com/Intel-Core-i9-7900X/Rating/3936
CPU,100-1000000158,AMD,Ryzen 5 3500X,147,82.1,44857,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500X/Rating/4052
CPU,BX80673I99980X,Intel,Core i9-9980XE,148,82.1,2011,https://cpu.userbenchmark.com/SpeedTest/652504/IntelR-CoreTM-i9-9980XE-CPU---300GHz
CPU,,AMD,Ryzen 5 5600H,149,82.1,18247,https://cpu.userbenchmark.com/SpeedTest/1522632/AMD-Ryzen-5-5600H-with-Radeon-Graphics
CPU,,Intel,Core i7-10750H,150,82,174344,https://cpu.userbenchmark.com/SpeedTest/1053158/IntelR-CoreTM-i7-10750H-CPU---260GHz
CPU,,AMD,Ryzen 9 5980HS,151,81.9,300,https://cpu.userbenchmark.com/SpeedTest/1493102/AMD-Ryzen-9-5980HS-with-Radeon-Graphics
CPU,100-100000031BOX,AMD,Ryzen 5 3600,152,81.9,1071577,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600/Rating/4040
