Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,,AMD,Phenom II X4 905e,677,54,339,https://cpu.userbenchmark.com/SpeedTest/3420/AMD-Phenomtm-II-X4-905e-Processor
CPU,,AMD,A8-5600K APU,678,53.9,15032,https://cpu.userbenchmark.com/SpeedTest/1766/AMD-A8-5600K-APU-with-Radeontm-HD-Graphics
CPU,,AMD,Ryzen 3 2300U,679,53.8,3024,https://cpu.userbenchmark.com/SpeedTest/511816/AMD-Ryzen-3-2300U-with-Radeon-Vega-Mobile-Gfx
CPU,AD6700OKHLBOX,AMD,A10-6700 APU (2013 D.Ri),680,53.8,11602,https://cpu.userbenchmark.com/AMD-A10-6700-APU-2013-DRi/Rating/2938
CPU,BX80662G4400,Intel,Pentium G4400,681,53.8,36027,https://cpu.userbenchmark.com/Intel-Pentium-G4400/Rating/3539
CPU,,Intel,Pentium G2120,682,53.8,1694,https://cpu.userbenchmark.com/SpeedTest/448/IntelR-PentiumR-CPU-G2120---310GHz
CPU,,Intel,Core i5-2520M,683,53.8,48251,https://cpu.userbenchmark.com/SpeedTest/29/IntelR-CoreTM-i5-2520M-CPU---250GHz
CPU,,Intel,Xeon E5506,684,53.8,664,https://cpu.userbenchmark.com/SpeedTest/11152/IntelR-XeonR-CPU-----------E5506----213GHz
CPU,,Intel,Core i7-7560U,685,53.7,1439,https://cpu.userbenchmark.com/SpeedTest/262014/IntelR-CoreTM-i7-7560U-CPU---240GHz
CPU,,Intel,Xeon E5-2680 v2,686,53.7,47,https://cpu.userbenchmark.com/SpeedTest/17083/IntelR-XeonR-CPU-E5-2680-v2---280GHz
CPU,,Intel,Core i5-6200U,687,53.7,147049,https://cpu.userbenchmark.com/SpeedTest/36796/IntelR-CoreTM-i5-6200U-CPU---230GHz
CPU,,Intel,Core i3-2120T,688,53.7,1089,https://cpu.userbenchmark.com/SpeedTest/2686/IntelR-CoreTM-i3-2120T-CPU---260GHz
CPU,,Intel,Core i7-7660U,689,53.6,4101,https://cpu.userbenchmark.com/SpeedTest/274151/IntelR-CoreTM-i7-7660U-CPU---250GHz
CPU,,AMD,A8-6500 APU,690,53.6,6418,https://cpu.userbenchmark.com/SpeedTest/5272/AMD-A8-6500-APU-with-Radeontm-HD-Graphics
CPU,,AMD,Phenom II X4 920,691,53.6,1003,https://cpu.userbenchmark.com/SpeedTest/1945/AMD-Phenomtm-II-X4-920-Processor
CPU,,AMD,Ryzen 5 3500U,692,53.6,69477,https://cpu.userbenchmark.com/SpeedTest/760067/AMD-Ryzen-5-3500U-with-Radeon-Vega-Mobile-Gfx
CPU,,AMD,Phenom II X4 850,693,53.4,1309,https://cpu.userbenchmark.com/SpeedTest/3577/AMD-Phenomtm-II-X4-850-Processor
CPU,,Intel,Core i7 Q 740,694,53.4,12094,https://cpu.userbenchmark.com/SpeedTest/415/IntelR-CoreTM-i7-CPU-------Q-740----173GHz
CPU,,Intel,Core i7-3687U,695,53.4,2803,https://cpu.userbenchmark.com/SpeedTest/2934/IntelR-CoreTM-i7-3687U-CPU---210GHz
CPU,,AMD,Athlon II X4 651,696,53.3,971,https://cpu.userbenchmark.com/SpeedTest/3526/AMD-Athlontm-II-X4-651-Quad-Core-Processor
CPU,,Intel,Core i5-2435M,697,53.3,502,https://cpu.userbenchmark.com/SpeedTest/968/IntelR-CoreTM-i5-2435M-CPU---240GHz
CPU,,Intel,Pentium G3250,698,53.1,10975,https://cpu.userbenchmark.com/SpeedTest/18077/IntelR-PentiumR-CPU-G3250---320GHz
CPU,,Intel,Core i3-7100U,699,53.1,40182,https://cpu.userbenchmark.com/SpeedTest/176913/IntelR-CoreTM-i3-7100U-CPU---240GHz
CPU,,Intel,Core i5-4310U,700,53,13243,https://cpu.userbenchmark.com/SpeedTest/12941/IntelR-CoreTM-i5-4310U-CPU---200GHz
CPU,,Intel,Xeon X5450,701,52.9,5499,https://cpu.userbenchmark.com/SpeedTest/5169/IntelR-XeonR-CPU-----------X5450----300GHz
CPU,,Intel,Core i7 Q 720,702,52.9,15409,https://cpu.userbenchmark.com/SpeedTest/140/IntelR-CoreTM-i7-CPU-------Q-720----160GHz
CPU,,AMD,Phenom II X4 940,703,52.9,3383,https://cpu.userbenchmark.com/SpeedTest/2203/AMD-Phenomtm-II-X4-940-Processor
CPU,,AMD,Ryzen 7 3700U,704,52.9,21167,https://cpu.userbenchmark.com/SpeedTest/765724/AMD-Ryzen-7-3700U-with-Radeon-Vega-Mobile-Gfx
CPU,,Intel,Core i5-6300U,705,52.8,55747,https://cpu.userbenchmark.com/SpeedTest/27864/IntelR-CoreTM-i5-6300U-CPU---240GHz
CPU,BX80646G1830,Intel,Celeron G1830,706,52.8,182,https://cpu.userbenchmark.com/Intel-Celeron-G1830/Rating/2848
CPU,,Intel,Core i7-6650U,707,52.8,5708,https://cpu.userbenchmark.com/SpeedTest/40238/IntelR-CoreTM-i7-6650U-CPU---220GHz
CPU,BX80646G3240 ,Intel,Pentium G3240,708,52.8,9677,https://cpu.userbenchmark.com/Intel-Pentium-G3240/Rating/2820
CPU,,Intel,Core i5-2450M,709,52.8,46820,https://cpu.userbenchmark.com/Intel-Core-i5-2450M/Rating/2815
CPU,,Intel,Core i3-4000M,710,52.7,7750,https://cpu.userbenchmark.com/SpeedTest/6476/IntelR-CoreTM-i3-4000M-CPU---240GHz
CPU,,Intel,Core i5-2430M,711,52.6,38662,https://cpu.userbenchmark.com/SpeedTest/429/IntelR-CoreTM-i5-2430M-CPU---240GHz
CPU,,AMD,Phenom II X4 810,712,52.6,2125,https://cpu.userbenchmark.com/SpeedTest/4242/AMD-Phenomtm-II-X4-810-Processor
CPU,BX80646G1850,Intel,Celeron G1850,713,52.6,335,https://cpu.userbenchmark.com/Intel-Celeron-G1850/Rating/2850
CPU,,Intel,Pentium G870,714,52.4,1649,https://cpu.userbenchmark.com/SpeedTest/9348/IntelR-PentiumR-CPU-G870---310GHz
CPU,,AMD,Ryzen 7 2700U,715,52.4,8353,https://cpu.userbenchmark.com/SpeedTest/432558/AMD-Ryzen-7-2700U-with-Radeon-Vega-Mobile-Gfx
CPU,,AMD,Ryzen 5 2500U,716,52.4,61397,https://cpu.userbenchmark.com/SpeedTest/378273/AMD-Ryzen-5-2500U-with-Radeon-Vega-Mobile-Gfx
CPU,BX80684G4900,Intel,Celeron G4900,717,52.3,1829,https://cpu.userbenchmark.com/SpeedTest/482751/IntelR-CeleronR-G4900-CPU---310GHz
CPU,,Intel,Core i3-3120M,718,52.2,14189,https://cpu.userbenchmark.com/SpeedTest/923/IntelR-CoreTM-i3-3120M-CPU---250GHz
CPU,,Intel,Core i7 Q 820,719,52.2,2159,https://cpu.userbenchmark.com/SpeedTest/3571/IntelR-CoreTM-i7-CPU-------Q-820----173GHz
CPU,BX80646G3220,Intel,Pentium G3220,720,52.1,18501,https://cpu.userbenchmark.com/Intel-Pentium-G3220/Rating/1967
CPU,,Intel,Pentium G860,721,52.1,3284,https://cpu.userbenchmark.com/SpeedTest/2650/IntelR-PentiumR-CPU-G860---300GHz
CPU,,AMD,Athlon II X4 740K,722,52,4278,https://cpu.userbenchmark.com/SpeedTest/4559/AMD-Athlontm-X4-740-Quad-Core-Processor
CPU,,Intel,Xeon E5440,723,52,3508,https://cpu.userbenchmark.com/SpeedTest/18165/IntelR-XeonR-CPU-----------E5440----283GHz
CPU,,Intel,Pentium G2030,724,51.9,18549,https://cpu.userbenchmark.com/SpeedTest/3273/IntelR-PentiumR-CPU-G2030---300GHz
CPU,,Intel,Core i3-6100U,725,51.9,23819,https://cpu.userbenchmark.com/SpeedTest/37381/IntelR-CoreTM-i3-6100U-CPU---230GHz
CPU,,Intel,Core i7-3517U,726,51.8,8648,https://cpu.userbenchmark.com/SpeedTest/663/IntelR-CoreTM-i7-3517U-CPU---190GHz
CPU,,Intel,Pentium G840,727,51.8,2443,https://cpu.userbenchmark.com/SpeedTest/3067/IntelR-PentiumR-CPU-G840---280GHz
CPU,AD789KXDJCHBX,AMD,A10-7890K APU (2014 D.Ka),728,51.8,6703,https://cpu.userbenchmark.com/SpeedTest/118648/AMD-A10-7890K-Radeon-R7-12-Compute-Cores-4C-8G
CPU,,Intel,Pentium G850,729,51.8,2621,https://cpu.userbenchmark.com/SpeedTest/2522/IntelR-PentiumR-CPU-G850---290GHz
CPU,,Intel,Core2 Quad Q9450,730,51.8,5411,https://cpu.userbenchmark.com/SpeedTest/765/IntelR-CoreTM2-Quad--CPU---Q9450----266GHz
CPU,AD5700OKHJBOX,AMD,A10-5700 APU (2012 D.Tr),731,51.7,6228,https://cpu.userbenchmark.com/AMD-A10-5700-APU-2012-DTr/Rating/2939
CPU,,Intel,Core i7-4650U,732,51.7,4223,https://cpu.userbenchmark.com/SpeedTest/6364/IntelR-CoreTM-i7-4650U-CPU---170GHz
CPU,,Intel,Core i5-5300U,733,51.7,29554,https://cpu.userbenchmark.com/SpeedTest/16790/IntelR-CoreTM-i5-5300U-CPU---230GHz
CPU,,Intel,Core i5-4300U,734,51.7,37901,https://cpu.userbenchmark.com/SpeedTest/4996/IntelR-CoreTM-i5-4300U-CPU---190GHz
CPU,,Intel,Core i5-2410M,735,51.6,44913,https://cpu.userbenchmark.com/Intel-Core-i5-2410M/Rating/2769
CPU,,Intel,Xeon E5504,736,51.6,480,https://cpu.userbenchmark.com/SpeedTest/6261/IntelR-XeonR-CPU-----------E5504----200GHz
CPU,AD5500OKHJBOX,AMD,A8-5500 APU,737,51.5,9511,https://cpu.userbenchmark.com/SpeedTest/3432/AMD-A8-5500-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Core i5-5200U,738,51.5,120988,https://cpu.userbenchmark.com/SpeedTest/22169/IntelR-CoreTM-i5-5200U-CPU---220GHz
CPU,,Intel,Core i5-2415M,739,51.5,624,https://cpu.userbenchmark.com/SpeedTest/4223/IntelR-CoreTM-i5-2415M-CPU---230GHz
CPU,,Intel,Core i3-3110M,740,51.5,33724,https://cpu.userbenchmark.com/SpeedTest/844/IntelR-CoreTM-i3-3110M-CPU---240GHz
CPU,,Intel,Core i5 680,741,51.5,753,https://cpu.userbenchmark.com/SpeedTest/3693/IntelR-CoreTM-i5-CPU---------680----360GHz
CPU,,Intel,Pentium G645,742,51.5,5365,https://cpu.userbenchmark.com/SpeedTest/3264/IntelR-PentiumR-CPU-G645---290GHz
CPU,,AMD,A8-7670K APU (2014 D.Ka),743,51.4,1671,https://cpu.userbenchmark.com/SpeedTest/37178/AMD-A8-7670K-Radeon-R7-10-Compute-Cores-4C-6G
CPU,,Intel,Core i5-4210U,744,51.4,77921,https://cpu.userbenchmark.com/SpeedTest/12662/IntelR-CoreTM-i5-4210U-CPU---170GHz
CPU,AD787KXDJCBOX,AMD,A10-7870K APU (2014 D.Ka),745,51.3,6194,https://cpu.userbenchmark.com/SpeedTest/29728/AMD-A10-7870K-Radeon-R7-12-Compute-Cores-4C-8G
CPU,,Intel,Core i7-2677M,746,51.3,682,https://cpu.userbenchmark.com/SpeedTest/4939/IntelR-CoreTM-i7-2677M-CPU---180GHz
CPU,,AMD,Athlon II X4 641,747,51.3,1065,https://cpu.userbenchmark.com/SpeedTest/1698/AMD-Athlontm-II-X4-641-Quad-Core-Processor
CPU,,Intel,Core i5-3337U,748,51.2,31662,https://cpu.userbenchmark.com/SpeedTest/737/IntelR-CoreTM-i5-3337U-CPU---180GHz
CPU,,Intel,Xeon E5430,749,51.2,1960,https://cpu.userbenchmark.com/SpeedTest/16038/IntelR-XeonR-CPU-----------E5430----266GHz
CPU,,Intel,Core i7-3667U,750,51.2,3341,https://cpu.userbenchmark.com/SpeedTest/2815/IntelR-CoreTM-i7-3667U-CPU---200GHz
CPU,,Intel,Core i7-2637M,751,51.2,582,https://cpu.userbenchmark.com/SpeedTest/5436/IntelR-CoreTM-i7-2637M-CPU---170GHz
CPU,AD860KXBJASBX,AMD,Athlon II X4 860K,752,51.2,26394,https://cpu.userbenchmark.com/AMD-Athlon-II-X4-860K/Rating/3265
CPU,,Intel,Pentium G2020,753,51.1,14394,https://cpu.userbenchmark.com/SpeedTest/3604/IntelR-PentiumR-CPU-G2020---290GHz
CPU,,Intel,Core2 Quad Q9500,754,51.1,4647,https://cpu.userbenchmark.com/SpeedTest/1778/IntelR-CoreTM2-Quad-CPU----Q9500----283GHz
CPU,,AMD,Phenom II X4 840,755,51.1,4611,https://cpu.userbenchmark.com/SpeedTest/3302/AMD-Phenomtm-II-X4-840-Processor
CPU,,Intel,Core i3-7020U,756,51,28638,https://cpu.userbenchmark.com/SpeedTest/576199/IntelR-CoreTM-i3-7020U-CPU---230GHz
CPU,,Intel,Core i5-4250U,757,51,1664,https://cpu.userbenchmark.com/SpeedTest/1787/IntelR-CoreTM-i5-4250U-CPU---130GHz
CPU,,Intel,Xeon E5462,758,50.9,631,https://cpu.userbenchmark.com/SpeedTest/16556/IntelR-XeonR-CPU-----------E5462----280GHz
CPU,,Intel,Pentium G2010,759,50.8,2916,https://cpu.userbenchmark.com/SpeedTest/8691/IntelR-PentiumR-CPU-G2010---280GHz
CPU,,Intel,Core i7-4550U,760,50.8,308,https://cpu.userbenchmark.com/SpeedTest/6199/IntelR-CoreTM-i7-4550U-CPU---150GHz
CPU,,Intel,Core2 Quad Q9505,761,50.7,2061,https://cpu.userbenchmark.com/SpeedTest/3041/IntelR-CoreTM2-Quad-CPU----Q9505----283GHz
CPU,,Intel,Xeon E7- 4870,762,50.7,38,https://cpu.userbenchmark.com/SpeedTest/8256/IntelR-XeonR-CPU-E7--4870----240GHz
CPU,AD785KXBJABOX,AMD,A10-7850K APU (2014 D.Ka),763,50.7,16183,https://cpu.userbenchmark.com/AMD-A10-7850K-APU-2014-DKa/Rating/2937
CPU,AD880KXBJCSBX,AMD,Athlon X4 880K,764,50.6,8419,https://cpu.userbenchmark.com/SpeedTest/121029/AMD-Athlontm-X4-880K-Quad-Core-Processor
CPU,,Intel,Core i5-4200U,765,50.6,60483,https://cpu.userbenchmark.com/Intel-Core-i5-4200U/Rating/2742
CPU,,AMD,Phenom II X3 720,766,50.6,2491,https://cpu.userbenchmark.com/SpeedTest/326/AMD-Phenomtm-II-X3-720-Processor
CPU,,Intel,Core2 Quad Q9400,767,50.6,23714,https://cpu.userbenchmark.com/SpeedTest/244/IntelR-CoreTM2-Quad-CPU----Q9400----266GHz
CPU,AD870KXBJCSBX,AMD,Athlon II X4 870K,768,50.6,1986,https://cpu.userbenchmark.com/SpeedTest/83847/AMD-Athlontm-X4-870K-Quad-Core-Processor
CPU,,Intel,Core2 Extreme Q6850,769,50.5,1038,https://cpu.userbenchmark.com/SpeedTest/7118/IntelR-CoreTM2-Extreme-CPU-Q6850----300GHz
CPU,,Intel,Core i5 K 655,770,50.4,379,https://cpu.userbenchmark.com/SpeedTest/9077/IntelR-CoreTM-i5-CPU-------K-655----320GHz
CPU,,AMD,A8-3870 APU,771,50.4,6734,https://cpu.userbenchmark.com/SpeedTest/3870/AMD-A8-3870-APU-with-Radeontm-HD-Graphics
CPU,BX80662G3900,Intel,Celeron G3900,772,50.3,6013,https://cpu.userbenchmark.com/SpeedTest/86156/IntelR-CeleronR-CPU-G3900---280GHz
CPU,FJ8067702739932,Intel,Pentium 4415U,773,50.3,5684,https://cpu.userbenchmark.com/SpeedTest/267685/IntelR-PentiumR-CPU-4415U---230GHz
CPU,,Intel,Celeron G1620,774,50.3,2501,https://cpu.userbenchmark.com/SpeedTest/6930/IntelR-CeleronR-CPU-G1620---270GHz
CPU,,Intel,Xeon W3505,775,50.3,708,https://cpu.userbenchmark.com/SpeedTest/12714/IntelR-XeonR-CPU-----------W3505----253GHz
CPU,BX80646G1820,Intel,Celeron G1820,776,50.2,3742,https://cpu.userbenchmark.com/Intel-Celeron-G1820/Rating/1992
CPU,,Intel,Xeon E5-2603 0,777,50.2,219,https://cpu.userbenchmark.com/SpeedTest/4629/IntelR-XeonR-CPU-E5-2603-0---180GHz
CPU,,AMD,Athlon II X4 645,778,50.2,5063,https://cpu.userbenchmark.com/SpeedTest/2408/AMD-Athlontm-II-X4-645-Processor
CPU,,Intel,Core i3-2370M,779,50.1,9926,https://cpu.userbenchmark.com/SpeedTest/1959/IntelR-CoreTM-i3-2370M-CPU---240GHz
CPU,,Intel,Core i3-2350M,780,50.1,24708,https://cpu.userbenchmark.com/SpeedTest/934/IntelR-CoreTM-i3-2350M-CPU---230GHz
CPU,,Intel,Core i5-3317U,781,50.1,26263,https://cpu.userbenchmark.com/Intel-Core-i5-3317U/Rating/2744
CPU,,AMD,Phenom II X2 565,782,50,363,https://cpu.userbenchmark.com/SpeedTest/2173/AMD-Phenomtm-II-X2-565-Processor
CPU,,Intel,Xeon L5420,783,50,1129,https://cpu.userbenchmark.com/SpeedTest/10433/IntelR-XeonR-CPU-----------L5420----250GHz
CPU,BX80677G3930,Intel,Celeron G3930,784,49.9,8125,https://cpu.userbenchmark.com/SpeedTest/235058/IntelR-CeleronR-CPU-G3930---290GHz
CPU,,Intel,Core i7-3689Y,785,49.9,42,https://cpu.userbenchmark.com/SpeedTest/4592/IntelR-CoreTM-i7-3689Y-CPU---150GHz
CPU,,AMD,A8-7500 APU (2014 M.Ka),786,49.9,278,https://cpu.userbenchmark.com/SpeedTest/60388/AMD-A8-7500-Radeon-R7-10-Compute-Cores-4C-6G
CPU,,AMD,Athlon II X4 631,787,49.9,1281,https://cpu.userbenchmark.com/SpeedTest/2944/AMD-Athlontm-II-X4-631-Quad-Core-Processor
CPU,,AMD,Athlon II X4 640,788,49.8,18170,https://cpu.userbenchmark.com/SpeedTest/225/AMD-Athlontm-II-X4-640-Processor
CPU,,Intel,Core i5-3437U,789,49.8,3535,https://cpu.userbenchmark.com/SpeedTest/4219/IntelR-CoreTM-i5-3437U-CPU---190GHz
CPU,AD845XACKASBX,AMD,Athlon X4 845,790,49.8,6306,https://cpu.userbenchmark.com/SpeedTest/84491/AMD-Athlontm-X4-845-Quad-Core-Processor
CPU,,Intel,Pentium 5405U,791,49.8,857,https://cpu.userbenchmark.com/SpeedTest/767922/IntelR-PentiumR-CPU-5405U---230GHz
CPU,,AMD,Phenom 9950,792,49.8,2057,https://cpu.userbenchmark.com/SpeedTest/2758/AMD-Phenomtm-9950-Quad-Core-Processor
CPU,,Intel,Core i5-5250U,793,49.8,4340,https://cpu.userbenchmark.com/SpeedTest/24945/IntelR-CoreTM-i5-5250U-CPU---160GHz
CPU,BX80646G1840,Intel,Celeron G1840,794,49.7,7658,https://cpu.userbenchmark.com/Intel-Celeron-G1840/Rating/2849
CPU,,Intel,Core2 Quad Q8400,795,49.7,16610,https://cpu.userbenchmark.com/SpeedTest/1663/IntelR-CoreTM2-Quad-CPU----Q8400----266GHz
CPU,,Intel,Core i5-2557M,796,49.7,671,https://cpu.userbenchmark.com/SpeedTest/5422/IntelR-CoreTM-i5-2557M-CPU---170GHz
CPU,,AMD,A8-3850 APU,797,49.6,2885,https://cpu.userbenchmark.com/SpeedTest/4311/AMD-A8-3850-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Core i3-5010U,798,49.6,10988,https://cpu.userbenchmark.com/SpeedTest/23565/IntelR-CoreTM-i3-5010U-CPU---210GHz
CPU,,AMD,A6-3670 APU,799,49.6,2275,https://cpu.userbenchmark.com/SpeedTest/4657/AMD-A6-3670-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Core i5-3427U,800,49.5,4147,https://cpu.userbenchmark.com/SpeedTest/909/IntelR-CoreTM-i5-3427U-CPU---180GHz
CPU,,Intel,Core i5 661,801,49.5,2335,https://cpu.userbenchmark.com/SpeedTest/548/IntelR-CoreTM-i5-CPU---------661----333GHz
CPU,,AMD,Phenom II X3 710,802,49.5,914,https://cpu.userbenchmark.com/SpeedTest/2275/AMD-Phenomtm-II-X3-710-Processor
CPU,,Intel,Core i3-2348M,803,49.5,4971,https://cpu.userbenchmark.com/SpeedTest/2278/IntelR-CoreTM-i3-2348M-CPU---230GHz
CPU,,Intel,Pentium 3550M,804,49.4,621,https://cpu.userbenchmark.com/SpeedTest/9225/IntelR-PentiumR-CPU-3550M---230GHz
CPU,AD9800AUABBOX,AMD,A12-9800 APU (2016 M.BR),805,49.4,3793,https://cpu.userbenchmark.com/SpeedTest/283761/AMD-A12-9800-RADEON-R7-12-COMPUTE-CORES-4C-8G
CPU,,AMD,A10-7700K APU (2014 D.Ka),806,49.4,11123,https://cpu.userbenchmark.com/SpeedTest/9888/AMD-A10-7700K-APU-with-RadeonTM-R7-Graphics
CPU,,Intel,Core i3-2328M,807,49.4,8408,https://cpu.userbenchmark.com/SpeedTest/2488/IntelR-CoreTM-i3-2328M-CPU---220GHz
CPU,,Intel,Core i3-2330M,808,49.3,17663,https://cpu.userbenchmark.com/SpeedTest/1853/IntelR-CoreTM-i3-2330M-CPU---220GHz
CPU,,AMD,Athlon II X4 635,809,49.3,4859,https://cpu.userbenchmark.com/SpeedTest/3369/AMD-Athlontm-II-X4-635-Processor
CPU,,AMD,Athlon II X3 460,810,49.3,1047,https://cpu.userbenchmark.com/SpeedTest/6695/AMD-Athlontm-II-X3-460-Processor
CPU,,Intel,Core i5 660,811,49.2,5766,https://cpu.userbenchmark.com/SpeedTest/2846/IntelR-CoreTM-i5-CPU---------660----333GHz
CPU,,Intel,Pentium 4417U,812,49.1,2426,https://cpu.userbenchmark.com/SpeedTest/747524/IntelR-PentiumR-CPU-4417U---230GHz
CPU,,AMD,Phenom 9850,813,49.1,2024,https://cpu.userbenchmark.com/SpeedTest/2967/AMD-Phenomtm-9850-Quad-Core-Processor
CPU,,Intel,Core2 Extreme Q9300,814,49,636,https://cpu.userbenchmark.com/SpeedTest/4063/IntelR-CoreTM2-Extreme-CPU-Q9300----253GHz
CPU,,Intel,Core i3-6006U,815,49,47124,https://cpu.userbenchmark.com/SpeedTest/214467/IntelR-CoreTM-i3-6006U-CPU---200GHz
CPU,,Intel,Pentium G640,816,49,2664,https://cpu.userbenchmark.com/SpeedTest/618/IntelR-PentiumR-CPU-G640---280GHz
CPU,,Intel,Xeon W3503,817,48.9,1574,https://cpu.userbenchmark.com/SpeedTest/3723/IntelR-XeonR-CPU-----------W3503----240GHz
CPU,,Intel,Celeron G1610,818,48.8,4916,https://cpu.userbenchmark.com/SpeedTest/3109/IntelR-CeleronR-CPU-G1610---260GHz
CPU,AD765KXBJABOX,AMD,A8-7650K APU (2014 D.Ka),819,48.7,14511,https://cpu.userbenchmark.com/SpeedTest/27184/AMD-A8-7650K-Radeon-R7-10-Compute-Cores-4C-6G
CPU,FJ8066201930905,Intel,Pentium 4405U,820,48.6,3378,https://cpu.userbenchmark.com/SpeedTest/54474/IntelR-PentiumR-CPU-4405U---210GHz
CPU,,Intel,Core i5 650,821,48.6,45680,https://cpu.userbenchmark.com/SpeedTest/340/IntelR-CoreTM-i5-CPU---------650----320GHz
CPU,,Intel,Core i3-5005U,822,48.5,54980,https://cpu.userbenchmark.com/SpeedTest/24957/IntelR-CoreTM-i3-5005U-CPU---200GHz
CPU,,AMD,Phenom II X2 560,823,48.5,1721,https://cpu.userbenchmark.com/SpeedTest/5408/AMD-Phenomtm-II-X2-560-Processor
CPU,,Intel,Pentium G630,824,48.5,10967,https://cpu.userbenchmark.com/SpeedTest/3112/IntelR-PentiumR-CPU-G630---270GHz
CPU,,Intel,Pentium G620,825,48.5,12724,https://cpu.userbenchmark.com/SpeedTest/2636/IntelR-PentiumR-CPU-G620---260GHz
CPU,,Intel,Core i7-8500Y,826,48.5,571,https://cpu.userbenchmark.com/SpeedTest/590466/IntelR-CoreTM-i7-8500Y-CPU---150GHz
CPU,,AMD,Athlon II X3 455,827,48.4,3600,https://cpu.userbenchmark.com/SpeedTest/1884/AMD-Athlontm-II-X3-455-Processor
CPU,,Intel,Core i3-4030U,828,48.3,22506,https://cpu.userbenchmark.com/SpeedTest/13661/IntelR-CoreTM-i3-4030U-CPU---190GHz
CPU,,Intel,Xeon E5420,829,48.3,1372,https://cpu.userbenchmark.com/SpeedTest/11278/IntelR-XeonR-CPU-----------E5420----250GHz
CPU,,Intel,Core i3 550,830,48.3,18220,https://cpu.userbenchmark.com/SpeedTest/632/IntelR-CoreTM-i3-CPU---------550----320GHz
CPU,AD786KYBJCSBX,AMD,A10-7860K APU (2014 D.Ka),831,48.3,11923,https://cpu.userbenchmark.com/SpeedTest/83781/AMD-A10-7860K-Radeon-R7-12-Compute-Cores-4C-8G
CPU,,Intel,Core2 Quad Q9300,832,48.3,10286,https://cpu.userbenchmark.com/SpeedTest/832/IntelR-CoreTM2-Quad--CPU---Q9300----250GHz
CPU,,AMD,A8-7600 APU (2014 D.Ka),833,48.3,26972,https://cpu.userbenchmark.com/SpeedTest/14050/AMD-A8-7600-Radeon-R7-10-Compute-Cores-4C-6G
CPU,,Intel,Core i3-2310M,834,48.2,23900,https://cpu.userbenchmark.com/SpeedTest/159/IntelR-CoreTM-i3-2310M-CPU---210GHz
CPU,,AMD,A10-6700T APU (2013 D.Ri),835,48.2,80,https://cpu.userbenchmark.com/SpeedTest/5691/AMD-A10-6700T-APU-with-Radeontm-HD-Graphics
CPU,,AMD,FX-770K (2014 D.Ka),836,48.1,1534,https://cpu.userbenchmark.com/SpeedTest/18603/AMD-FXtm-770K-Quad-Core-Processor
CPU,,AMD,Athlon II X4 630,837,48.1,7331,https://cpu.userbenchmark.com/SpeedTest/471/AMD-Athlontm-II-X4-630-Processor
CPU,,Intel,Core i3-5015U,838,48.1,4003,https://cpu.userbenchmark.com/SpeedTest/32615/IntelR-CoreTM-i3-5015U-CPU---210GHz
CPU,,Intel,Celeron G550,839,48,1835,https://cpu.userbenchmark.com/SpeedTest/5014/IntelR-CeleronR-CPU-G550---260GHz
CPU,AD9700AGABBOX,AMD,A10-9700 APU (2016 M.BR),840,47.9,10237,https://cpu.userbenchmark.com/SpeedTest/262171/AMD-A10-9700-RADEON-R7-10-COMPUTE-CORES-4C-6G
CPU,AD9700AHABBOX,AMD,A10-9700E APU (2016 D.BR),841,47.9,292,https://cpu.userbenchmark.com/SpeedTest/348934/AMD-A10-9700E-RADEON-R7-10-COMPUTE-CORES-4C-6G
CPU,,AMD,Phenom II X2 555,842,47.8,4493,https://cpu.userbenchmark.com/SpeedTest/2917/AMD-Phenomtm-II-X2-555-Processor
CPU,,Intel,Pentium 2020M,843,47.7,9831,https://cpu.userbenchmark.com/SpeedTest/1723/IntelR-PentiumR-CPU-2020M---240GHz
CPU,,AMD,Ryzen 3 2200U,844,47.7,15396,https://cpu.userbenchmark.com/SpeedTest/480281/AMD-Ryzen-3-2200U-with-Radeon-Vega-Mobile-Gfx
CPU,,Intel,Core2 Quad Q6700,845,47.7,6036,https://cpu.userbenchmark.com/SpeedTest/3748/IntelR-CoreTM2-Quad-CPU----Q6700----266GHz
CPU,,AMD,Phenom II X2 550,846,47.6,3777,https://cpu.userbenchmark.com/SpeedTest/2418/AMD-Phenomtm-II-X2-550-Processor
CPU,,AMD,A6-3650 APU,847,47.5,2704,https://cpu.userbenchmark.com/SpeedTest/1954/AMD-A6-3650-APU-with-Radeontm-HD-Graphics
CPU,,AMD,Athlon II X2 265,848,47.4,659,https://cpu.userbenchmark.com/SpeedTest/986/AMD-Athlontm-II-X2-265-Processor
CPU,,Intel,Core m3-8100Y,849,47.3,1199,https://cpu.userbenchmark.com/SpeedTest/648336/IntelR-CoreTM-m3-8100Y-CPU---110GHz
CPU,,Intel,Celeron G540,850,47.3,1562,https://cpu.userbenchmark.com/SpeedTest/5981/IntelR-CeleronR-CPU-G540---250GHz
CPU,AM973PAEY44AB,AMD,A12-9730P APU (2016 M.BR),851,47.3,340,https://cpu.userbenchmark.com/SpeedTest/236011/AMD-A12-9730P-RADEON-R7-10-COMPUTE-CORES-4C-6G
